SalePrice,1st_Flr_SF,2nd_Flr_SF,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,BsmtFin_SF_1,Total_Bsmt_SF,Gr_Liv_Area,TotRms_AbvGrd,Bsmt_Unf_SF,Full_Bath
264966,920,860,12852,8,5,2007,2007,770,920,1780,6,150,2
172500,712,730,9802,5,5,2006,2007,0,352,1442,6,352,2
218689,796,816,12018,7,5,2008,2008,0,796,1612,6,796,2
150000,1495,0,12890,6,5,1989,1989,0,1495,1495,8,1495,2
184000,1651,0,12416,6,5,1986,1986,1398,1606,1651,7,0,2
180000,1256,0,18265,6,5,1986,1986,920,1256,1256,6,276,2
175000,1509,0,10200,6,5,1988,1989,783,1461,1509,5,678,2
232500,1440,0,11202,8,5,2003,2003,1029,1432,1440,7,403,2
305000,1482,780,12244,8,5,2003,2003,871,1482,2262,10,611,2
298751,1728,0,11449,8,5,2007,2007,1011,1884,1728,7,873,2
370000,1964,0,11447,8,5,2005,2006,1571,1964,1964,7,393,2
209200,1344,0,8940,7,5,1997,1998,1309,1344,1344,8,35,2
206300,1344,0,7060,7,5,1997,1998,1309,1344,1344,8,35,2
160500,1189,0,4500,6,5,1997,1997,864,1189,1189,4,325,2
173000,1200,0,14137,4,5,1964,1964,865,1200,1200,6,88,1
129500,925,550,2665,5,7,1976,1976,318,550,1475,6,232,2
105000,526,462,1974,4,7,1973,2006,501,526,988,5,25,1
94900,526,462,1596,4,6,1973,1973,437,462,988,4,25,1
113000,988,0,21750,5,5,1954,1954,0,988,988,4,988,1
128500,816,0,6490,5,7,1983,1983,534,816,816,4,282,1
119500,923,0,6951,5,5,1984,1985,658,876,923,5,218,1
130500,816,0,6600,5,9,1982,2008,641,816,816,5,175,1
138000,816,0,6600,5,8,1982,2003,816,816,816,4,0,1
134500,845,0,6600,5,6,1982,2005,638,845,845,6,207,1
160000,983,767,12508,6,7,1940,1985,660,983,1750,7,323,2
137500,889,0,12395,5,6,1984,1984,647,864,889,6,217,1
167300,1587,0,10667,6,6,1971,1971,838,1587,1587,7,749,2
167000,1277,0,10628,7,5,1970,1970,778,1277,1277,5,499,1
244000,2223,0,13651,7,6,1973,1973,1880,2223,2223,8,343,2
268000,2217,0,15865,8,6,1970,1970,351,2217,2217,8,1043,2
169000,916,684,8773,6,5,1997,1997,0,916,1600,7,916,2
161500,754,630,8872,6,5,1997,1997,0,384,1384,7,384,2
251000,1652,0,5330,8,5,2000,2000,1196,1494,1652,6,298,2
178750,691,862,7875,7,5,1996,1996,414,691,1553,6,277,2
176000,1253,0,7875,7,5,1995,1996,0,1237,1253,6,1237,2
204000,957,1342,7500,6,5,1999,2003,0,938,2299,7,938,3
154204,1128,0,18160,6,6,1964,1964,550,1302,1128,6,752,1
182000,1179,0,4740,8,5,1988,1988,248,1166,1179,5,918,2
212000,1321,0,5118,8,5,1990,1990,926,1312,1321,4,386,1
377426,1922,0,14157,9,5,2005,2006,1249,1922,1922,8,673,2
349265,1164,1377,12328,8,5,2005,2005,986,1149,2541,10,163,3
591587,2338,0,51974,9,5,2006,2007,1101,2660,2338,8,1559,2
155000,1424,0,41600,5,5,1969,1990,1047,1100,1424,7,53,1
319900,1612,0,8035,9,5,2006,2006,797,1612,1612,6,815,2
392000,1419,0,8089,8,6,2007,2007,945,1419,1419,7,474,2
441929,2234,0,14082,8,5,2006,2006,1558,2220,2234,7,662,1
455000,2042,0,13870,10,5,2006,2007,1152,1742,2042,8,590,2
178000,1140,728,12090,6,7,1984,2003,0,585,1868,7,585,3
176000,725,754,12090,7,7,1981,2003,321,725,1479,6,404,2
213000,1664,0,12299,7,6,1978,1985,1328,1529,1664,7,201,2
192000,1085,845,11339,7,5,1979,1979,758,780,1930,9,22,2
190000,1161,808,11952,7,6,1977,1977,0,808,1969,8,808,2
151500,1177,0,11850,6,6,1984,1984,781,1153,1177,6,372,2
197000,1040,685,11584,7,6,1979,1979,315,539,1725,6,114,2
192350,1353,0,10400,6,5,1979,1999,903,1259,1353,5,356,2
152000,780,840,10793,5,5,1969,1969,493,780,1620,7,0,2
170000,1220,0,13001,6,5,1971,1971,492,1625,1220,6,1012,2
175000,1484,0,12243,5,6,1971,1971,998,1484,1484,7,486,2
175000,1041,702,11700,6,6,1968,1968,384,702,1743,7,143,1
174000,1324,0,8991,7,6,1976,1976,624,1228,1324,5,0,2
178900,1084,793,8000,6,6,1974,1974,931,1084,1877,8,0,2
139000,576,533,10500,5,7,1971,2005,349,372,1109,5,23,1
155000,1422,0,9457,5,6,1970,1990,566,925,1422,7,359,1
133000,914,0,7920,5,5,1970,2002,81,914,914,5,214,1
119500,950,0,9758,5,5,1971,1971,412,950,950,5,251,1
123000,872,0,8294,4,5,1971,1971,0,858,872,5,858,1
120500,864,0,9000,4,6,1971,1971,616,864,864,5,248,1
133000,767,0,4058,7,5,1998,1998,584,723,767,4,0,1
155000,1337,0,4113,6,5,2001,2001,0,1337,1337,5,1337,2
177000,1337,0,10943,6,5,1997,1998,930,1405,1337,5,475,2
113500,525,567,2205,6,6,1973,1973,312,525,1092,6,213,1
113000,672,546,1890,6,5,1973,1973,356,672,1218,7,316,1
113700,672,546,2058,6,5,1973,1973,0,672,1218,7,672,1
106000,630,672,2016,5,5,1970,1970,0,630,1302,6,630,2
122500,765,600,1920,5,5,1971,1971,471,765,1365,6,294,1
155000,804,744,2308,6,6,1976,1976,556,804,1548,7,248,2
142500,1055,0,2304,7,7,1978,1978,632,1061,1055,4,423,2
129250,988,0,7150,5,6,1966,1966,725,988,988,5,263,1
356000,1816,0,12469,9,5,2006,2007,1151,1790,1816,7,639,2
314813,1828,0,11694,9,5,2007,2007,48,1822,1828,9,1774,2
318000,1694,0,12030,8,5,2007,2007,0,1694,1694,7,1694,2
322400,1694,0,11825,8,5,2006,2007,0,1694,1694,7,1694,2
318000,1734,0,12085,8,5,2007,2007,1004,1734,1734,7,730,2
345474,2122,0,14333,8,5,2007,2007,1518,2108,2122,7,590,2
415298,2121,0,14450,9,5,2006,2007,0,2121,2121,8,2121,2
492000,1943,713,13641,9,5,2007,2007,1304,1934,2656,8,630,2
338931,1148,1402,13440,8,5,2006,2007,0,1108,2550,11,1108,2
450000,2046,0,15431,10,5,2005,2006,1430,1994,2046,7,564,2
280000,1071,1101,14154,7,5,2006,2006,0,1063,2172,9,1063,2
479069,2552,0,13891,9,5,2007,2007,1812,2552,2552,8,740,2
395000,1973,0,14226,8,5,2006,2006,0,1935,1973,9,1935,2
380000,2069,574,13693,9,5,2006,2006,0,2153,2643,9,2153,2
250000,1634,0,11428,8,5,2006,2006,0,1626,1634,7,1626,2
440000,1976,0,14977,8,5,2006,2007,1350,1976,1976,7,626,2
418000,1722,1036,13654,9,5,2005,2006,0,1704,2758,9,1704,2
500067,2290,0,17169,10,5,2007,2007,1684,2320,2290,7,636,2
260116,1582,570,16659,8,5,2007,2008,0,1582,2152,7,1582,2
317000,1143,1330,9591,8,5,2004,2005,0,1143,2473,9,1143,2
319500,958,1142,9709,8,5,2007,2007,778,918,2100,8,140,2
325624,1610,551,10562,8,5,2007,2007,1288,1582,2161,8,294,1
372000,1802,0,13615,9,5,2006,2006,0,1802,1802,7,1802,2
342000,1718,1238,13069,8,5,2004,2004,0,1706,2956,11,1706,2
354000,1136,1332,12099,8,5,2004,2004,970,1136,2468,10,166,2
350000,1217,1168,14277,8,5,2003,2003,938,1317,2385,7,379,2
285000,1234,1140,11999,8,5,2003,2004,0,1181,2374,10,1181,2
245700,1614,0,9926,7,5,2005,2006,1178,1614,1614,7,436,2
232698,1721,0,9254,8,5,2005,2005,119,1721,1721,7,1602,2
250000,1298,530,10732,8,5,2006,2007,0,1298,1828,7,1298,2
194700,1362,0,7577,6,5,2005,2006,20,1362,1362,6,1342,2
204000,1302,0,3901,6,5,2005,2006,866,1302,1302,5,436,1
200000,1302,0,3903,6,5,2005,2006,1030,1302,1302,5,272,1
207000,1362,0,6289,6,5,2005,2006,762,1362,1362,6,600,2
209500,1554,0,4590,8,5,2006,2006,24,1554,1554,6,1530,2
209500,1554,0,4590,8,5,2006,2006,24,1554,1554,6,1530,2
202500,1370,0,6442,8,5,2006,2006,24,1370,1370,6,1346,2
280000,1577,0,7841,9,5,2005,2005,848,1577,1577,6,729,2
277500,1561,0,7313,9,5,2005,2005,1153,1561,1561,6,408,2
318061,1869,0,7820,9,5,2007,2007,0,1869,1869,6,1869,2
221370,1324,0,6240,8,5,2006,2006,24,1324,1324,6,1300,2
200000,1405,0,3242,7,5,2003,2003,1000,1405,1405,6,405,2
176000,768,768,10237,6,5,2005,2006,0,768,1536,6,768,2
178900,783,701,10237,6,5,2005,2007,0,783,1484,8,783,2
168165,608,850,13204,7,5,2006,2007,0,608,1458,6,608,2
171925,738,757,8857,6,5,2006,2006,0,738,1495,7,738,2
198444,698,1048,9729,6,5,2006,2007,0,698,1746,6,698,2
203000,1326,0,12216,6,5,2005,2005,918,1326,1326,6,408,2
179540,728,728,9018,7,5,2007,2007,0,728,1456,8,728,2
176485,1302,0,8993,7,5,2007,2007,0,1302,1302,6,1302,2
181134,1340,0,8899,7,5,2007,2007,24,1340,1340,6,1316,2
156932,616,796,8499,6,5,2006,2007,0,616,1412,6,616,2
166000,752,752,8229,6,5,2007,2007,0,752,1504,6,752,2
177594,728,728,7713,7,5,2007,2007,0,728,1456,7,728,2
173500,1258,0,7697,7,6,2007,2007,0,1246,1258,6,1246,2
172500,1258,0,3922,7,5,2006,2007,0,1258,1258,6,1258,2
194201,1402,0,3922,7,5,2006,2007,0,1258,1402,7,1258,0
185485,1266,0,3710,7,5,2007,2007,0,1266,1266,6,1266,2
259000,1530,0,14572,7,5,2004,2004,1300,1530,1530,7,230,2
188500,1119,0,16219,7,5,2004,2005,779,835,1119,5,56,2
175000,744,630,11084,7,5,2004,2004,192,384,1374,8,192,2
215000,847,1112,11796,7,5,2004,2005,0,847,1959,8,847,2
206580,1525,0,10936,7,5,2006,2006,0,1510,1525,6,1510,2
183500,840,880,8244,7,5,2004,2004,0,840,1720,7,840,2
211000,847,1101,7875,7,5,2003,2003,0,847,1948,8,847,2
175000,953,694,7917,6,5,1999,2000,0,953,1647,7,953,2
170000,774,656,9967,7,5,2000,2000,0,384,1430,8,384,2
187000,940,750,9487,6,5,2000,2000,520,915,1690,7,395,2
185000,961,683,9649,6,5,1999,2000,0,941,1644,7,941,2
384500,1779,772,12191,8,5,1997,1998,1181,1779,2551,8,598,2
410000,1671,1407,10557,9,5,1998,1998,672,1408,3078,9,736,2
322500,1411,1171,11002,8,5,1998,1999,1048,1389,2582,9,341,2
252000,1108,1277,10790,7,5,1998,1998,0,1066,2385,8,1066,2
269790,1127,886,9920,7,5,1996,1997,862,1117,2013,8,255,2
315750,1383,1015,11787,7,5,1996,1997,719,1379,2398,8,660,2
290000,1214,1306,9950,7,5,1995,1995,565,1203,2520,9,638,2
290000,1328,1203,12257,8,5,1995,1995,56,1318,2531,9,1198,2
263000,1105,1097,11762,8,5,1992,1993,335,1105,2202,9,770,2
330000,1335,1203,9044,8,5,1996,1997,1225,1325,2538,8,100,2
213133,1369,0,9910,7,6,2007,2007,0,1369,1369,5,1369,2
260261,1542,0,11830,8,5,2007,2007,1220,1542,1542,6,322,2
320000,1905,0,11670,9,5,2006,2006,0,1905,1905,8,1905,2
282922,1464,0,15256,8,5,2007,2007,929,1485,1464,6,556,2
215000,1534,0,10612,8,5,2006,2006,28,1524,1534,7,1496,2
419005,1966,0,12291,10,5,2007,2007,1572,1966,1966,6,394,2
255000,1636,0,13501,8,5,2006,2006,63,1623,1636,8,1560,2
147000,1795,0,9986,8,5,2006,2007,0,1795,1795,7,1795,2
311872,1726,0,9416,7,5,2007,2007,1126,1726,1726,8,600,2
248328,1689,0,9849,7,6,2007,2007,0,1689,1689,7,1689,2
227000,1588,0,10000,8,5,2006,2006,0,1588,1588,7,1588,2
260000,1538,0,8847,8,5,2005,2005,769,1538,1538,7,769,2
225000,1496,0,9158,8,5,2007,2007,0,1496,1496,7,1496,2
249000,1506,0,8251,7,5,2005,2006,778,1494,1506,7,716,2
307000,1694,0,10084,8,5,2004,2005,1369,1686,1694,7,317,2
250000,982,995,9605,7,5,2006,2006,0,982,1977,7,982,2
221300,1302,528,8778,8,5,2006,2006,0,1302,1830,7,1302,2
208900,1338,0,8640,8,5,2007,2007,24,1338,1338,6,1314,2
210400,1335,0,9000,7,5,2006,2007,0,1335,1335,6,1335,2
255000,896,896,8640,8,5,2007,2007,350,896,1792,8,546,2
270000,1088,871,9000,8,5,2006,2006,0,1088,1959,8,1088,2
303477,1184,1426,9000,8,5,2007,2007,64,1184,2610,11,1120,2
249700,1656,0,11096,8,5,2006,2006,24,1656,1656,7,1632,2
227875,874,887,10207,7,6,2007,2007,0,874,1761,7,874,3
261329,1584,0,10440,8,5,2007,2007,0,1574,1584,6,1574,2
253000,1685,0,11824,8,5,2006,2006,0,1685,1685,5,1685,2
265000,1158,1285,10625,6,5,2004,2004,0,1158,2443,9,1158,2
340000,1580,886,11143,8,5,2004,2005,0,1580,2466,8,1580,3
149000,1094,0,12450,5,5,2003,2004,729,1094,1094,6,365,1
181000,1486,0,7441,7,5,2006,2006,0,1461,1486,7,1461,2
201000,936,785,8462,6,5,1994,1994,814,928,1721,7,114,2
179000,1349,0,8450,7,5,2000,2001,0,1349,1349,6,1349,2
179200,1575,0,8012,6,5,1992,1992,430,1575,1575,5,1145,2
128000,630,636,8012,6,5,1980,1980,0,630,1266,5,630,1
144000,2020,0,8400,5,5,1977,1977,0,0,2020,10,0,2
120750,894,0,6285,5,5,1977,1977,138,894,894,5,405,1
132500,970,0,8480,5,6,1963,1963,630,970,970,5,340,1
132000,1057,0,7420,5,5,1962,1962,417,1057,1057,6,640,1
129000,1120,0,6970,4,5,1961,1961,932,1040,1120,5,108,1
143900,1696,0,13673,5,5,1962,1962,0,1140,1696,8,1140,1
145000,1040,0,7476,5,7,1968,1968,812,1040,1040,5,228,1
129000,1037,0,10751,5,5,1974,1974,787,1037,1037,5,250,1
147000,1055,0,12712,6,7,1973,2006,968,1044,1055,5,76,1
285000,2129,743,10678,8,5,1992,2000,700,1683,2872,9,983,2
214000,1378,0,4379,8,5,2004,2004,851,1378,1378,6,527,2
166000,1151,0,3523,8,5,2006,2007,60,1141,1151,5,1081,2
193800,1565,0,3784,8,5,2006,2007,60,1511,1565,5,1451,2
208900,1352,0,4230,7,5,2006,2007,0,1352,1352,5,1352,2
194000,1352,0,3606,7,5,2006,2007,937,1352,1352,5,415,2
164700,625,625,4251,7,5,2006,2007,0,625,1250,5,625,2
176500,757,744,2280,6,5,1999,1999,565,744,1501,6,179,2
176000,729,729,3230,6,5,1999,1999,419,729,1458,5,310,2
177000,769,804,2117,6,5,2000,2000,417,756,1573,4,339,2
174000,764,677,2645,8,5,1999,2000,0,776,1441,5,776,2
239000,975,975,7399,7,5,1997,1998,649,975,1950,7,326,2
204000,1358,0,7321,7,5,1999,2000,0,1339,1358,5,1339,2
312500,1220,1142,8413,8,5,1998,1998,901,1220,2362,8,319,2
279700,1494,0,9466,8,5,1994,1995,457,1494,1494,5,0,1
255000,2362,0,12000,7,6,1980,1980,1732,2002,2362,8,270,2
218000,1437,0,10768,5,8,1976,2004,1157,1437,1437,6,280,2
213750,1295,0,3840,8,6,1978,1998,881,1057,1295,4,0,1
187000,1094,761,9600,6,7,1976,1994,0,528,1855,7,528,2
181500,1262,0,9600,6,8,1976,1976,978,1262,1262,6,284,2
373000,2497,0,17778,8,5,1981,1981,1632,2461,2497,7,0,2
143450,1152,0,11700,6,6,1968,1968,0,912,1152,7,912,1
240050,1403,1008,8000,6,6,1970,1970,915,1008,2411,8,93,2
164000,1295,0,11700,6,5,1968,1968,910,1295,1295,6,385,1
185000,1610,0,11358,7,7,1972,1987,346,1124,1610,8,778,2
188500,1594,0,9547,7,6,1993,1993,0,1594,1594,6,1594,2
255000,1091,984,10530,7,6,1993,1993,819,1148,2075,8,329,2
158500,1093,0,10738,6,7,1966,1966,792,1093,1093,6,301,2
175500,1242,0,9600,7,6,1973,1973,916,1242,1242,6,326,1
127000,1052,0,10800,6,5,1963,1963,617,1052,1052,6,171,1
127000,1107,0,8050,5,6,1967,1993,474,949,1107,5,437,1
156000,1073,0,10289,5,7,1965,1965,836,1073,1073,6,237,1
126500,1065,0,8892,5,5,1960,1960,0,1065,1065,6,1065,1
145000,1138,0,10482,6,8,1958,1958,507,588,1138,6,81,1
120000,912,0,7535,5,7,1958,1985,111,912,912,5,522,1
124000,1074,0,7450,5,5,1956,1956,438,894,1074,6,250,1
137500,964,0,8243,5,7,1961,1961,700,964,964,5,264,1
117600,894,0,8680,5,7,1960,1960,0,894,894,5,894,1
163500,1200,0,8800,7,6,1966,1966,654,1174,1200,6,520,2
161000,1042,0,9200,6,5,1965,1965,494,1042,1042,5,548,2
158000,1302,0,9350,6,7,1964,1991,270,1302,1302,7,452,2
224500,845,1309,8800,6,7,1964,1997,414,845,2154,8,431,2
150750,1327,0,7388,5,6,1959,2002,405,1063,1327,7,658,1
101800,1224,0,9842,4,5,1962,1962,0,0,1224,6,0,2
124000,932,0,8280,6,5,1950,1950,0,932,932,4,932,1
138500,908,0,12172,5,7,1940,1996,130,822,908,4,433,1
112000,808,0,5175,5,8,1958,2000,150,808,808,5,254,1
165000,1127,850,9500,6,6,1964,1978,442,816,1977,9,374,1
144000,1150,0,9600,5,6,1955,1955,368,1078,1150,6,710,1
137000,928,992,11345,5,5,1948,1950,220,928,1920,10,708,2
105000,968,408,9492,5,5,1941,1950,368,768,1376,6,359,1
146500,888,756,9480,5,7,1942,1995,386,728,1644,7,342,1
126000,1560,0,8668,5,5,1968,1968,0,1560,1560,8,1560,2
158500,1254,0,9600,6,5,1961,1961,600,1218,1254,6,618,1
114500,912,0,10150,5,5,1958,1958,456,912,912,5,456,1
144000,874,650,11344,5,5,1958,1958,460,874,1524,7,414,1
141000,936,0,8760,6,7,1957,1999,873,936,936,4,63,1
131000,1008,0,6860,5,6,1956,1956,908,1008,1008,6,100,1
142100,1053,0,8250,5,7,1963,1963,288,1053,1053,6,765,1
139000,1056,0,8176,5,6,1958,1992,846,1056,1056,6,210,1
157900,1442,0,9750,6,6,1958,1958,608,1442,1442,7,834,1
139400,1056,0,9250,5,7,1954,2005,480,1056,1056,6,108,1
150000,1244,0,11988,6,6,1957,1957,777,1244,1244,6,467,1
120000,1144,0,9100,5,5,1960,1960,0,1144,1144,6,1144,1
174850,1721,0,9736,6,6,1957,1969,668,1331,1721,8,525,1
116000,922,0,9770,5,5,1957,1957,512,922,922,5,410,1
135000,1048,0,10152,5,5,1956,1956,586,1048,1048,6,462,1
130000,1411,0,12198,5,6,1955,1975,780,1204,1411,7,424,1
129500,1216,0,10050,5,5,1955,1955,288,1216,1216,5,928,1
142000,1154,0,11556,5,9,1953,2006,408,864,1154,6,456,1
128600,1560,0,8078,5,5,1958,1958,0,1560,1560,8,1560,2
125000,948,0,10950,6,6,1952,1952,441,948,948,5,507,1
136000,1040,0,7942,6,7,1953,1953,85,1040,1040,6,0,1
134500,1008,0,8923,5,7,1953,2006,643,1008,1008,6,365,1
127000,925,0,8540,5,8,1956,2003,114,925,925,5,120,1
130000,1360,0,7134,5,5,1955,1955,384,384,1360,6,0,1
115000,1040,500,7150,4,4,1955,1955,150,1190,1540,7,1040,1
116900,925,0,8400,5,5,1955,1955,793,923,925,5,130,1
132000,928,0,13300,5,7,1956,2000,377,928,928,4,551,1
153000,1647,0,9532,4,6,1953,1953,595,1105,1647,6,156,1
135000,893,0,9600,5,7,1949,2003,220,845,893,4,625,1
301600,1308,1778,21281,5,4,1935,2007,0,666,3086,9,666,3
109000,735,299,10134,5,6,1940,1950,0,735,1034,5,735,1
128500,845,436,10284,4,7,1925,1993,1030,1151,1281,6,55,2
64500,968,0,10800,4,6,1927,2007,0,656,968,5,656,2
86000,691,0,5400,5,6,1920,1950,0,691,691,4,691,1
172000,1035,616,10090,7,5,1963,1999,242,725,1651,6,0,2
120000,888,0,8700,5,7,1961,1961,192,920,888,5,728,1
128500,952,0,8300,6,6,1968,1968,952,952,952,5,0,1
135000,1040,1040,11606,5,5,1969,1969,650,1040,2080,9,390,1
122900,672,252,8064,5,7,1949,2006,0,672,924,6,672,1
119200,1082,0,11664,6,5,1948,1950,336,1082,1082,5,746,1
143000,1168,678,10496,6,6,1949,1950,196,1040,1846,7,844,2
119000,988,0,7200,5,7,1950,1950,534,876,988,6,246,1
102000,1238,0,7200,5,3,1950,1950,432,864,1238,6,432,1
129000,864,0,7200,5,8,1950,2002,398,864,864,5,317,1
135000,1134,0,7000,5,7,1960,2002,588,1010,1134,6,422,1
140000,1170,0,7315,5,6,1958,1958,625,1170,1170,6,545,1
152000,1242,0,7903,5,5,1960,1960,739,1242,1242,6,503,1
156500,1377,0,8000,5,5,1960,1960,1098,1377,1377,6,125,1
99000,925,0,7000,5,6,1961,1961,0,0,925,7,0,1
187000,1020,831,9760,6,8,1964,1993,536,822,1851,7,169,2
169500,876,936,7590,5,5,1962,1962,540,864,1812,8,324,2
125500,864,0,6600,5,5,1962,1962,110,864,864,5,312,1
130000,936,0,6760,5,5,1962,1962,734,896,936,6,162,1
103000,960,0,6978,5,7,1926,1980,0,850,960,5,850,1
132000,768,664,9600,5,7,1910,2002,0,264,1432,7,264,2
127500,866,430,6000,6,6,1927,1950,276,845,1296,6,569,1
89500,1022,0,4480,5,5,1922,1950,782,1022,1022,4,240,1
140000,936,0,7200,5,5,1980,1980,936,936,936,4,0,1
99900,967,0,3153,5,6,1920,1990,0,967,967,5,967,1
100000,1047,0,10800,4,7,1885,1995,0,641,1047,6,641,1
130000,1072,0,7200,5,8,1940,1950,0,808,1072,5,808,1
135000,680,494,9000,5,8,1900,2006,130,680,1174,6,550,1
120000,679,504,6000,3,7,1948,2002,331,649,1183,6,318,1
89471,1131,0,5925,4,7,1937,2000,168,907,1131,7,739,1
85000,761,380,5925,4,6,1900,1950,122,570,1141,6,0,1
108500,960,0,6000,4,4,1920,1950,250,960,960,5,710,1
137000,1156,642,9639,4,8,1900,1950,0,1075,1798,7,1075,2
100000,968,0,8520,5,6,1923,2006,0,968,968,5,968,1
145000,914,728,9863,6,6,1927,1950,196,728,1642,9,322,1
125000,842,630,9600,5,8,1925,1994,0,702,1472,6,702,1
114000,616,616,4571,5,7,1910,1950,168,616,1232,6,448,1
90000,1422,915,13600,5,5,1900,1950,0,662,2337,10,662,2
144100,991,659,8398,6,8,1910,1990,259,926,1650,6,667,2
117500,1178,1032,9900,6,4,1880,1950,0,1008,2210,8,1008,2
124500,687,671,3600,5,7,1930,2005,316,687,1358,6,371,1
185000,1312,1142,13500,7,8,1879,1987,0,819,2454,8,819,2
133900,1260,1031,7200,6,6,1910,1998,1046,1214,2291,9,168,2
152000,1149,467,5400,6,7,1926,2004,370,1149,1616,5,779,2
153500,1559,0,8100,5,6,1948,1973,338,1559,1559,5,1221,1
159500,1576,978,10800,7,8,1890,1998,0,718,2554,8,718,1
87000,912,336,9439,5,5,1930,1950,324,912,1248,6,588,1
104500,968,0,8626,4,6,1956,1956,0,0,968,5,0,1
110000,1382,0,11800,4,7,1949,2002,0,0,1382,6,0,2
136500,916,144,6854,5,7,1925,1994,317,756,1060,6,212,1
128250,910,525,8674,5,6,1950,1950,910,910,1435,6,0,1
144000,1167,0,8731,5,5,1920,1950,645,915,1167,6,270,1
210000,915,720,8737,6,7,1923,1950,300,1065,1635,6,765,1
135000,728,546,6125,5,7,1939,1998,306,728,1274,6,422,2
128000,608,624,6000,6,6,1939,1950,276,600,1232,6,324,1
131000,869,349,6000,6,6,1941,1950,375,735,1218,6,360,1
113000,884,0,6120,5,7,1939,1950,0,884,884,5,884,1
132000,899,423,6240,5,8,1939,1952,48,672,1322,7,624,1
131750,1014,412,6240,5,7,1930,1992,0,966,1426,6,966,1
132500,903,378,6120,5,6,1926,1950,351,756,1281,6,405,1
137500,939,574,6120,5,8,1920,2004,0,939,1513,8,939,1
132000,854,0,6120,7,8,1929,2001,0,832,854,5,832,1
127500,959,408,6240,6,6,1931,1950,425,884,1367,6,459,1
102000,986,0,6180,6,5,1926,1950,0,960,986,5,960,1
200000,1100,1164,7755,6,8,1918,1995,0,1100,2264,8,1100,2
180500,1060,764,13515,6,6,1919,1950,0,764,1824,8,764,1
165000,752,624,8850,6,7,1920,1950,0,768,1376,7,768,1
90000,960,356,8550,5,5,1926,1950,0,750,1316,7,750,1
153575,698,698,8730,6,7,1915,2003,0,698,1396,7,698,1
136000,1664,862,8520,6,7,1916,1950,168,714,2526,10,0,2
113000,933,240,5680,5,4,1901,1950,0,592,1173,7,592,2
117000,969,245,5680,5,3,1901,1950,0,969,1214,6,969,1
139400,1108,0,7449,7,7,1930,1950,0,637,1108,6,637,1
202500,1497,797,13200,6,6,1963,1963,375,741,2294,9,366,3
141000,780,595,9000,6,6,1937,1950,0,780,1375,6,780,1
212300,976,976,9780,7,9,1950,2005,354,976,1952,8,224,1
161000,1138,1042,10320,6,5,1915,1950,375,1138,2180,7,763,1
99500,838,477,4330,4,6,1958,1958,681,808,1315,5,0,2
101000,581,530,7200,5,7,1920,1996,0,530,1111,6,530,1
109900,1196,0,4800,4,7,1916,1990,197,1196,1196,5,999,1
122000,964,925,10120,7,4,1910,1950,0,925,1889,9,925,1
50000,866,504,10320,4,1,1910,1950,0,771,1484,6,771,2
219000,1262,1005,12888,7,8,1937,1980,288,1005,2267,7,717,1
126000,756,378,8160,5,6,1940,1950,312,756,1134,7,444,1
108500,778,504,4484,5,6,1942,1979,485,672,1282,4,187,1
130000,999,0,11235,5,5,1963,1963,925,925,999,6,0,1
158450,1452,0,11235,5,5,1964,1980,785,1420,1452,6,635,1
115400,1005,0,14299,4,3,1964,1964,513,1005,1005,5,348,1
118500,1029,0,7943,4,5,1961,1961,903,1029,1029,5,126,1
165000,1020,0,14149,5,8,1964,2001,68,980,1020,5,190,2
129000,913,0,8400,6,5,1966,1966,187,814,913,6,0,1
125000,894,0,7094,5,5,1966,1966,180,894,894,5,340,1
119900,868,0,8425,5,6,1971,1990,748,768,868,6,20,1
115000,897,0,8665,5,5,1968,1968,168,876,897,5,420,1
127000,955,0,7742,5,7,1966,1966,763,955,955,6,192,1
129000,894,0,8724,5,5,1968,1968,492,894,894,5,402,1
143500,1285,0,8197,6,5,1977,1977,0,660,1285,7,660,1
187000,1375,0,14175,5,5,1956,1998,386,1240,1375,6,332,1
158000,1567,1087,16779,5,4,1920,1996,267,671,2654,11,404,3
165250,798,504,6960,7,8,1940,1998,258,680,1302,6,422,1
150000,1299,0,11375,6,5,1954,1995,736,967,1299,6,231,1
137000,1176,0,13770,5,6,1958,1998,190,1158,1176,6,95,1
211000,1164,896,10029,6,5,1988,1989,831,1151,2060,8,320,2
109900,1242,0,17808,4,5,1946,1950,0,484,1242,4,484,1
255000,2422,0,12671,6,7,1954,1994,353,1288,2422,6,935,3
243000,2158,0,12615,6,7,1950,2001,477,1202,2158,7,725,2
154000,988,638,10512,6,6,1954,1954,491,988,1626,6,497,1
118000,864,0,5400,5,5,1958,1958,453,864,864,6,411,1
130000,1038,0,3869,5,6,1984,1984,283,1038,1038,5,0,2
125000,1342,0,9280,5,6,1951,1951,557,1342,1342,7,785,1
136500,1080,400,11100,5,6,1951,1994,1080,1080,1480,7,0,1
96000,986,376,7550,4,5,1920,1950,0,951,1362,7,951,2
120000,1340,0,9060,5,6,1957,2006,0,0,1340,7,0,1
228500,1105,717,23920,6,5,1984,1984,0,1105,1822,7,1105,2
179900,1442,0,10357,7,5,1990,1991,738,910,1442,6,172,2
225000,1122,1121,13474,7,5,1990,1991,700,700,2243,8,0,2
301000,1553,1177,10380,7,5,1986,1987,28,1502,2730,8,0,2
